incidente,data_andamento,decisao,agravo,orgao_julgador,novo_cpc,adc,adi,adpf,re,sumula,assunto,segmento,instancia,area,paradigma,efeito_vinculante,data_autuacao
4728967,2015-03-26,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2015-03-10
4437707,2015-03-27,procedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PENAL,controle_concentrado,vinculante,2013-07-17
4737830,2015-03-30,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-19
4590867,2015-03-31,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2014-06-11
4567826,2015-03-31,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PENAL,inter_partes,nao_vinculante,2014-05-01
4485331,2015-03-31,procedente,não,Marco Aurélio,CPC/1973,não,sim,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,controle_concentrado,vinculante,2013-10-22
4692947,2015-03-31,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-12-22
4716708,2015-03-31,procedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,sim,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,rext,vinculante,2015-02-23
4738431,2015-04-06,procedente,não,Dias Toffoli,CPC/1973,não,sim,sim,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2015-03-20
4736424,2015-04-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-18
4734452,2015-04-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-16
4718591,2015-04-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-02-25
4702079,2015-04-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-29
4738403,2015-04-06,procedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-03-20
4693072,2015-04-06,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2014-12-22
4739418,2015-04-07,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-23
4678093,2015-04-07,procedente,não,Marco Aurélio,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-11-26
4685117,2015-04-08,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-12-08
4694247,2015-04-08,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-12-29
4698692,2015-04-08,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-19
4703350,2015-04-08,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,primeira,DIREITO DO CONSUMIDOR,rext,vinculante,2015-02-02
4505323,2015-04-09,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2013-12-02
2359421,2015-04-13,procedente,não,Marco Aurélio,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,segunda,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2006-02-07
4747680,2015-04-10,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-04-01
4747682,2015-04-13,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-04-01
4747686,2015-04-14,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2015-04-01
4747134,2015-04-14,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,trabalho,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2015-03-31
4693305,2015-04-15,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-12-23
4536356,2015-04-16,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2014-02-27
4536368,2015-04-16,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-02-27
4550063,2015-04-16,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2014-03-26
4589178,2015-04-16,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-06-09
4697783,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-15
4738349,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-20
4740702,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-24
4741220,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-24
4742096,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-25
4743335,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-26
4750802,2015-04-17,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2015-04-08
4700982,2015-04-17,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2015-01-27
4747787,2015-04-20,procedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-04-02
4747860,2015-04-20,procedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-04-04
4745517,2015-04-20,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-30
4742173,2015-04-20,procedente,não,Dias Toffoli,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-03-25
4751411,2015-04-22,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-04-09
4752156,2015-04-23,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-04-10
4592995,2015-04-24,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2014-06-16
4745559,2015-04-27,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,stj,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-03-30
4746422,2015-04-27,procedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-31
4726408,2015-04-27,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,controle_concentrado,vinculante,2015-03-06
4741918,2015-04-28,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-25
4742745,2015-04-28,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-25
4745686,2015-04-28,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-03-30
4575920,2015-04-28,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-05-16
4703526,2015-04-29,procedente,não,Rosa Weber,CPC/1973,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2015-02-02
4727916,2015-04-29,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2015-03-09
4572002,2015-04-30,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-05-09
2350586,2015-05-04,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2006-01-10
2350586,2015-05-04,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2006-01-10
4668587,2015-05-05,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2014-11-11
4593517,2015-05-07,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2014-06-16
4637767,2015-05-08,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-09-18
4720186,2015-05-08,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2015-02-26
4720841,2015-05-08,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2015-02-27
4660038,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-10-28
4667067,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2014-11-07
4667067,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2014-11-07
4673218,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,rext,vinculante,2014-11-18
4674796,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-11-20
4767680,2015-05-11,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2015-05-04
4747718,2015-05-12,procedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,sim,não,PENAL E PROCESSO PENAL,estadual,primeira,DIREITO PROCESSUAL PENAL,rext,vinculante,2015-04-01
4413750,2013-09-13,procedente,não,Marco Aurélio,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2013-05-24
2639590,2014-03-07,procedente,sim,Gilmar Mendes,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2008-09-22
4415369,2014-03-28,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2013-05-28
4358480,2014-05-27,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2013-02-04
4566829,2014-06-04,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO TRIBUTÁRIO,controle_concentrado,vinculante,2014-04-29
4454357,2014-06-25,procedente,não,Gilmar Mendes,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2013-08-26
2587736,2014-08-22,procedente,sim,Luiz Fux,CPC/1973,não,sim,sim,não,não,DIREITO DO ESTADO,estadual,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2008-01-10
4618996,2014-11-17,procedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2014-08-21
4618996,2014-11-19,procedente,não,Celso de Mello,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,controle_concentrado,vinculante,2014-08-21
4411562,2014-12-11,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2013-05-21
4560206,2015-02-04,procedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,stj,superior,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2014-04-14
4694508,2015-02-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-12-30
4695419,2015-02-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-08
4695596,2015-02-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-09
4688297,2015-02-05,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2014-12-12
4612534,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-08-11
4612733,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-08-11
4631838,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-09-10
4637808,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-09-18
4637808,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-09-18
4639427,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-09-22
4650611,2015-02-06,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-10-10
4682294,2015-02-09,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2014-12-03
4703038,2015-02-10,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2015-02-02
4647265,2015-02-11,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2014-10-06
4692904,2015-02-11,procedente,não,Rosa Weber,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-12-22
4694424,2015-02-12,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2014-12-29
4694476,2015-02-12,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,sumula,vinculante,2014-12-30
4694476,2015-02-12,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,,trabalho,superior,,sumula,vinculante,2014-12-30
4702693,2015-02-13,procedente,não,Luís Roberto Barroso,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-30
4569917,2015-02-13,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,sim,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,sumula,vinculante,2014-05-06
4654171,2015-02-19,procedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2014-10-16
4699840,2015-02-18,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2015-01-22
4696325,2015-02-19,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2015-01-09
4531731,2015-02-20,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2014-02-19
4699812,2015-02-24,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2015-01-22
